Date,Amount,Reference,Description,Particulars
31/03/19,-35.00,"","STITCHES ALTERATIONS TE ","ATATU PENI NZ (106)"
31/03/19,-92.00,"","HUE PONSONBY FREEMANS BA","Y NZ (106)"
31/03/19,-20.00,"","2DEGREES MOBILE AUCKLAND"," NZ (114)"
31/03/19,-31.93,"","COUNTDOWN TE ATATU AUCKL","AND NZ (114)"
01/04/19,124.00,"","MITRE 10 MEGA HENDERSON ","HENDERSON NZ"
01/04/19,-192.00,"","MITRE 10 MEGA HENDERSON ","HENDERSON NZ (106)"
01/04/19,-102.48,"","MITRE 10 MEGA WESTGATE W","ESTGATE NZ (106)"
01/04/19,-12.50,"","THE DELICIOUS FOOD STORE"," AUCKLAND NZ (114)"
01/04/19,-150.91,"","COUNTDOWN ONLINE SHOPPIN","GAUCKLAND NZ (106)"
01/04/19,-2.44,"","INTEREST CHARGED        "," "
02/04/19,-28.80,"","BURGER FUEL HENDERSON AU","CKLAND NZ (106)"
02/04/19,-3.64,"","DOMO SUSHI AUCKLAND NZ (","114)"
02/04/19,-25.00,"","PROACTIVE REHAB AUCKLAND"," NZ (114)"
02/04/19,-21.06,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
02/04/19,-20.00,"","SKINNY AUCKLAND NZ (106)"," "
02/04/19,-100.00,"","S A F E 033799711 NZ (10","6)"
03/04/19,-15.69,"","ASTERON LIFE LIMITED WEL","LINGTON NZ (106)"
03/04/19,-7.91,"","COUNTDOWN TE ATATU AUCKL","AND NZ (114)"
04/04/19,-10.00,"","TRADE ME WELLINGTON NZ (","106)"
04/04/19,-3.15,"","DOMO SUSHI AUCKLAND NZ (","114)"
04/04/19,-30.32,"","THE BABY FACTORY 31 BOTA","NY NZ (106)"
04/04/19,-7.70,"","SUBWAY AUCKLAND NZ (114)"," "
04/04/19,-22.61,"","COUNTDOWN ST LUKES AUCKL","AND NZ (106)"
04/04/19,-37.22,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
04/04/19,-2.50,"","KMART - ST LUKES AUCKLAN","D NZ (106)"
05/04/19,-6.20,"","DOMO SUSHI AUCKLAND NZ (","114)"
05/04/19,-80.00,"","Z LAKESIDE TAKAPUNA NZ (","106)"
05/04/19,-25.49,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
