Date,Amount,Reference,Description,Particulars
19/12/18,-299.99,"","WWW.MOOCHI.CO.NZ ST MARY","S BAY NZ (106)"
19/12/18,-4.00,"","WENDYS OLD FASHIONED HAM"," TE ATATU NZ (114)"
20/12/18,-34.94,"","KINGS PLANT BARN MT ALBE","RT NZ (114)"
20/12/18,-302.00,"","HOMESTEAD PICTURE FRAME ","HENDERSON NZ (106)"
20/12/18,-157.00,"","PETER SALTER HAIRDRESSIN","GAUCKLAND NZ (106)"
20/12/18,-129.00,"","FORME SPA - MT EDEN MT E","DEN NZ (114)"
20/12/18,-174.95,"","KSUBI 613839 AU (106)   "," "
21/12/18,-16.00,"","KINGS GARDEN CAFE ST LUK","EAUCKLAND NZ (106)"
21/12/18,-4.00,"","HOLLYWOOD BAKERY WESTGAT","EAUCKLAND NZ (114)"
21/12/18,-18.62,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
22/12/18,-7.00,"","SUE'S PHARMACY WAITAKERE"," NZ NZ (106)"
22/12/18,-51.80,"","RODNEY WAYNE ST LUKES AU","CKLAND NZ (106)"
22/12/18,-2.40,"","NEWMARKET POST SHOP AUCK","LAND NZ (114)"
22/12/18,-61.00,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
22/12/18,-6.80,"","TEXAN ART SCHOOLS AUCKLA","ND NZ (114)"
22/12/18,-11.52,"","PAYPAL *SWANSKY LTD 4029","357733 SG (114)"
23/12/18,-38.00,"","STITCHES ALTERATIONS TE ","ATATU PENI NZ (106)"
23/12/18,-27.92,"","SPOTLIGHT HENDERSON NZ (","106)"
23/12/18,-46.00,"","POP-UP GLOBE NZ AUCKLAND"," NZ (106)"
23/12/18,-22.49,"","FARMERS NORTH WEST AUCKL","AND NZ (106)"
23/12/18,-29.95,"","FREEDOM FURNITURE MASSDE","Y NZ (106)"
23/12/18,-161.78,"","COUNTDOWN ONLINE SHOPPIN","GAUCKLAND NZ (106)"
23/12/18,-32.49,"","COUNTDOWN ST LUKES AUCKL","AND NZ (106)"
23/12/18,-34.35,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
23/12/18,-20.00,"","KMART - ST LUKES AUCKLAN","D NZ (106)"
24/12/18,-71.69,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
25/12/18,-22.00,"","SUE'S PHARMACY WAITAKERE"," NZ NZ (114)"
25/12/18,-20.00,"","HEALTH NEW LYNN AUCKLAND"," NZ (114)"
25/12/18,-29.98,"","HEALTH NEW LYNN AUCKLAND"," NZ (114)"
25/12/18,-6.19,"","COUNTDOWN TE ATATU AUCKL","AND NZ (114)"
26/12/18,-69.95,"","SLINGSHOT AUCKLAND NZ (1","06)"
27/12/18,-27.10,"","BURGER FUEL HENDERSON AU","CKLAND NZ (114)"
27/12/18,-36.98,"","COUNTDOWN HENDERSON LINC","OLN ROAD NZ (106)"
27/12/18,-19.92,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
28/12/18,-110.00,"","SUPERETTE PONSONBY AUCK ","NZ (106)"
28/12/18,-36.06,"","THE BABY FACTORY 31 BOTA","NY NZ (106)"
28/12/18,-6.20,"","UNILEVER NEW ZEALAND LIM","IAUCKLAND NZ (106)"
29/12/18,-85.10,"","Z TE ATATU AUCKLAND NZ (","114)"
30/12/18,-5.00,"","WENDYS OLD FASHIONED HAM"," TE ATATU NZ (114)"
30/12/18,-64.52,"","COUNTDOWN - TE ATATU SOU","TAUCKLAND NZ (114)"
30/12/18,-7.60,"","MCDONALDS TE ATATU RD AU","CKLAND NZ (114)"
31/12/18,-19.50,"","1929 EXPRESSO AUCKLAND N","Z (106)"
01/01/19,-5.00,"","AC/RFA ZOO WESTERN SPRIN"," NZ (106)"
01/01/19,-13.10,"","MONTANA CATERING AUKL AU","CKLAND NZ (106)"
01/01/19,-5.67,"","COUNTDOWN - TE ATATU SOU","TAUCKLAND NZ (114)"
01/01/19,-16.99,"","COUNTDOWN TE ATATU AUCKL","AND NZ (114)"
02/01/19,-27.10,"","BURGER FUEL HENDERSON AU","CKLAND NZ (106)"
02/01/19,-9.70,"","MONTANA CATERING AUKL AU","CKLAND NZ (114)"
02/01/19,-179.00,"","TWL 187 ST LUKES AUCKLAN","D NZ (106)"
02/01/19,-99.02,"","NZ TRANSPORT AGENCY PALM"," NORTH NZ (106)"
02/01/19,-94.99,"","APPLE NZ GCS SYDNEY AU (","106)"
03/01/19,-44.95,"","NATURE BABY LIMITED GREY"," LYNN NZ (106)"
04/01/19,-5.00,"","AMBLER CAFE AND BISTRO A","UCKLAND NZ (106)"
04/01/19,30.00,"","BABY ON THE MOVE AUCKLAN","DAUCKLAND NZ"
04/01/19,-2.50,"","AUCKLAND TRANSPORT HENDE","RSON NZ (106)"
04/01/19,-17.98,"","BURNSCO - WESTHAVEN AUCK","LAND NZ (106)"
04/01/19,-197.74,"","COUNTDOWN ONLINE SHOPPIN","GAUCKLAND NZ (106)"
05/01/19,-149.95,"","MOCKA NEW ZEALAND CHC NZ"," (106)"
05/01/19,-18.95,"","NATURE BABY LIMITED GREY"," LYNN NZ (106)"
05/01/19,-74.75,"","MITRE 10 MEGA WESTGATE A","UCKLAND NZ (106)"
05/01/19,-35.35,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
06/01/19,-20.00,"","SKINNY AUCKLAND NZ (106)"," "
06/01/19,-13.00,"","KMART - ST LUKES AUCKLAN","D NZ (106)"
07/01/19,-60.40,"","BURGER FUEL HENDERSON AU","CKLAND NZ (106)"
07/01/19,-14.99,"","LIFE PHARMACY NORTHWES A","UCKLAND NZ (106)"
07/01/19,-101.88,"","CITTA DESIGN NORTHWEST A","UCKLAND NZ (106)"
07/01/19,-45.97,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
07/01/19,-20.00,"","SKINNY AUCKLAND NZ (106)"," "
07/01/19,-10.50,"","THE SUGARGRILL AUCKLAND ","NZ (106)"
08/01/19,-45.00,"","HEALTH NEW LYNN AUCKLAND"," NZ (106)"
08/01/19,-58.50,"","COUNTDOWN TE ATATU AUCKL","AND NZ (114)"
09/01/19,-80.00,"","Z TE ATAU AUCKLAND NZ (1","06)"
09/01/19,-1.69,"","APPLE NZ GCS SYDNEY AU (","106)"
10/01/19,-67.22,"","BP CONNECT HERNE BAY AUC","KLAND NZ (114)"
10/01/19,-4.00,"","WAITEMATA DHB AUCKLAND N","Z (106)"
10/01/19,-183.56,"","COUNTDOWN ONLINE SHOPPIN","GAUCKLAND NZ (106)"
10/01/19,-5.90,"","PT ERIN POOL AUCKLAND NZ"," (114)"
11/01/19,-5.00,"","SUE'S PHARMACY WAITAKERE"," NZ NZ (106)"
11/01/19,-15.95,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
11/01/19,-6.00,"","THE SUGARGRILL AUCKLAND ","NZ (106)"
11/01/19,-150.00,"","KATHRYN WILSON AUCKLAND ","NZ (106)"
12/01/19,-49.99,"","KINGS PLANT BARN AUCKLAN","D NZ (106)"
12/01/19,-4.90,"","KREEM HENDERSON AUCKLAND"," NZ (106)"
12/01/19,-9.49,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
13/01/19,-7.00,"","TE ATATU POST SHOP AUCKL","AND NZ (106)"
13/01/19,-41.98,"","TRADE AID WEST CITY CHIS","TCHURCH NZ (106)"
13/01/19,-16.00,"","SKINNY AUCKLAND NZ (106)"," "
13/01/19,-47.96,"","STORAGE BOX NEW LYNN AUC","KLAND NZ (106)"
14/01/19,-25.80,"","HADDAD KEBAB TE ATATU PE","NI NZ (106)"
14/01/19,-26.00,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
14/01/19,-14.37,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
14/01/19,-11.80,"","THE SUGARGRILL AUCKLAND ","NZ (106)"
15/01/19,-27.30,"","BURGER FUEL HENDERSON AU","CKLAND NZ (106)"
15/01/19,-7.50,"","BURGER FUEL WESTGATE AUC","KLAND NZ (114)"
15/01/19,-25.00,"","PROACTIVE PORIRUA NZ (11","4)"
15/01/19,-127.59,"","COUNTDOWN ONLINE SHOPPIN","GAUCKLAND NZ (106)"
15/01/19,-44.00,"","KMART ONLINE MELBOURNE N","Z (106)"
16/01/19,-35.00,"","HEALTH NEW LYNN AUCKLAND"," NZ (114)"
16/01/19,-15.30,"","HEALTH NEW LYNN AUCKLAND"," NZ (114)"
17/01/19,-25.00,"","PROACTIVE PORIRUA NZ (11","4)"
18/01/19,14.00,"","KMART ONLINE MELBOURNE N","Z"
18/01/19,-32.71,"","THE SLEEP STORE TITIRANG","I NZ (106)"
18/01/19,-5.00,"","WENDYS OLD FASHIONED HAM"," TE ATATU NZ (114)"
19/01/19,-7.00,"","DEAR JERVOIS AUCKLAND NZ"," (106)"
19/01/19,-3.99,"","COUNTDOWN TE ATATU AUCKL","AND NZ (114)"
20/01/19,-92.00,"","HUE MT EDEN MT EDEN NZ (","106)"
20/01/19,-13.80,"","KREEM HENDERSON AUCKLAND"," NZ (106)"
20/01/19,-65.75,"","NATURE BABY LIMITED GREY"," LYNN NZ (106)"
20/01/19,-34.99,"","WHITCOULLS STLUKES 100 S","T LUKES NZ (106)"
21/01/19,-19.24,"","SAFFRON FOODS AUCKLAND N","Z (106)"
21/01/19,-65.56,"","COUNTDOWN HENDERSON LINC","OLN ROAD NZ (106)"
21/01/19,-21.99,"","COUNTDOWN HENDERSON LINC","OLN ROAD NZ (106)"
21/01/19,-67.93,"","EAT ME WELLINGTON NZ (11","4)"
22/01/19,-18.98,"","SUE'S PHARMACY WAITAKERE"," NZ NZ (106)"
22/01/19,-10.50,"","G4U DOLLAR STORE AUCKLAN","D NZ (106)"
22/01/19,-71.01,"","Z TE ATATU AUCKLAND NZ (","114)"
22/01/19,-31.98,"","WEST LIQUOR TE ATATU TE ","ATATU NORT NZ (114)"
22/01/19,-133.33,"","COUNTDOWN ONLINE SHOPPIN","GAUCKLAND NZ (106)"
22/01/19,-20.55,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
23/01/19,-7.00,"","FUZE CAFE AUCKLAND NZ (1","06)"
24/01/19,-23.90,"","BURGER FUEL HENDERSON AU","CKLAND NZ (106)"
24/01/19,-80.00,"","Z TE ATATU AUCKLAND NZ (","106)"
24/01/19,-8.20,"","WAITEMATA DHB AUCKLAND N","Z (106)"
25/01/19,-25.00,"","PROACTIVE REHAB AUCKLAND"," NZ (114)"
25/01/19,-10.40,"","MCDONALDS TE ATATU RD AU","CKLAND NZ (114)"
28/01/19,-30.00,"","RED'S TRADITIONAL BARB A","UCKLAND NZ (114)"
29/01/19,7683.48,"","PAYMENT RECEIVED THANKYO","U NZ"
29/01/19,-25.00,"","PROACTIVE REHAB AUCKLAND"," NZ (114)"
30/01/19,-7.99,"","SUE'S PHARMACY WAITAKERE"," NZ NZ (114)"
30/01/19,-45.96,"","TE ATATU HAMMERHARDWARE ","AUCKLAND NZ (114)"
31/01/19,-35.00,"","HEALTH NEW LYNN AUCKLAND"," NZ (106)"
31/01/19,-25.00,"","PROACTIVE REHAB AUCKLAND"," NZ (114)"
31/01/19,-104.15,"","VTNZ AVONDALE AUCKLAND N","Z (106)"
01/02/19,-42.37,"","BABYCITY WELLINGTON NZ (","106)"
01/02/19,-35.94,"","THE BABY FACTORY NZ LTD ","EAST TAMAKI NZ (106)"
02/02/19,-20.00,"","HEALTH NEW LYNN AUCKLAND"," NZ (114)"
02/02/19,-37.96,"","KINGS PLANT BARN AUCKLAN","D NZ (106)"
02/02/19,-4.00,"","WENDYS OLD FASHIONED HAM"," GREENLANE NZ (114)"
02/02/19,-58.00,"","HEALTH NEW LYNN AUCKLAND"," NZ (114)"
02/02/19,-53.37,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
02/02/19,-28.00,"","COUNTDOWN TE ATATU AUCKL","AND NZ (114)"
02/02/19,-100.00,"","S A F E 033799711 NZ (10","6)"
03/02/19,-8.29,"","Z TE ATAU AUCKLAND NZ (1","14)"
03/02/19,-20.00,"","SKINNY AUCKLAND NZ (106)"," "
03/02/19,-37.77,"","COUNTDOWN TE ATATU AUCKL","AND NZ (114)"
04/02/19,-8.50,"","FATHER RABBIT LIMITED AU","CKLAND NZ (106)"
04/02/19,-55.00,"","CORNWALL PARK BISTRO AUC","KLAND NZ (106)"
04/02/19,-13.00,"","AC REFUSE STATION AUCKLA","ND NZ (114)"
04/02/19,-8.30,"","READING CINEMAS NEW LYNN"," AUCKLAND NZ (106)"
05/02/19,-174.50,"","SISTERS AND CO TRG NZ (1","06)"
05/02/19,-77.39,"","Z TE ATAU AUCKLAND NZ (1","06)"
05/02/19,-29.95,"","FARMERS 1229 AUCKLAND NZ"," (106)"
05/02/19,-213.90,"","COUNTDOWN ONLINE SHOPPIN","GAUCKLAND NZ (106)"
05/02/19,-15.69,"","ASTERON LIFE LIMITED WEL","LINGTON NZ (106)"
05/02/19,-16.30,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
05/02/19,-54.60,"","PAYPAL *KODAKEXPRES 4029","357733 SG (106)"
06/02/19,-67.09,"","SUE'S PHARMACY WAITAKERE"," NZ NZ (106)"
06/02/19,-13.49,"","GREENS TE ATATU PENI NZ ","(106)"
06/02/19,-24.61,"","F2C*NZEI TE RIU ROA AUCK","LAND NZ (106)"
06/02/19,-23.98,"","WHITCOULLS STLUKES 100 S","T LUKES NZ (106)"
06/02/19,-6.00,"","THE SUGARGRILL AUCKLAND ","NZ (106)"
07/02/19,-22.97,"","DOMINOS PIZZA AUCKLAND N","Z (106)"
08/02/19,-25.00,"","PROACTIVE REHAB AUCKLAND"," NZ (114)"
08/02/19,-25.00,"","PROACTIVE REHAB AUCKLAND"," NZ (114)"
08/02/19,-19.99,"","TRADE AID WEST CITY CHIS","TCHURCH NZ (106)"
08/02/19,-3.98,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
08/02/19,-14.00,"","K-MART - HENDERSON AUCKL","AND NZ (106)"
09/02/19,-31.80,"","SUE'S PHARMACY WAITAKERE"," NZ NZ (106)"
09/02/19,-2.00,"","DOWNTOWN CAR PARK AUCKLA","ND NZ (106)"
09/02/19,-26.37,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
09/02/19,-16.99,"","FRESH BEER BREW CO AUCKL","AND NZ (106)"
09/02/19,-1.69,"","APPLE NZ GCS SYDNEY AU (","106)"
10/02/19,-76.42,"","Z TE ATATU AUCKLAND NZ (","114)"
10/02/19,-48.24,"","COUNTDOWN TE ATATU AUCKL","AND NZ (114)"
10/02/19,-16.00,"","SKINNY AUCKLAND NZ (106)"," "
11/02/19,-25.00,"","PROACTIVE REHAB AUCKLAND"," NZ (114)"
11/02/19,-6.50,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
11/02/19,-22.08,"","COUNTDOWN TE ATATU AUCKL","AND NZ (114)"
11/02/19,-8.50,"","THE SUGARGRILL AUCKLAND ","NZ (106)"
12/02/19,-151.94,"","COUNTDOWN ONLINE SHOPPIN","GAUCKLAND NZ (106)"
12/02/19,-17.39,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
12/02/19,-2.99,"","GOOGLE *GOOGLE STORAGE G",".CO/HELPPAY# GB (114)"
13/02/19,-28.10,"","BURGER FUEL HENDERSON AU","CKLAND NZ (106)"
13/02/19,-9.60,"","POINT CHEV BEACH CAFE AU","CKLAND NZ (106)"
13/02/19,-608.06,"","AKL COUNCIL ONLINE AKL N","Z (106)"
13/02/19,-10.64,"","CONVENIENCE FEE AC AUK N","Z (106)"
14/02/19,-20.00,"","MT EDEN CYCLES AUCKLAND ","NZ (114)"
14/02/19,-57.49,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
14/02/19,-11.49,"","NETFLIX NEW ZEALAND - NZ"," (106)"
15/02/19,-7.99,"","TYPO 9717 9717 - NORTHW ","WESTGATE NZ (106)"
15/02/19,-25.00,"","PROACTIVE REHAB AUCKLAND"," NZ (114)"
15/02/19,-5.10,"","COUNTDOWN TE ATATU AUCKL","AND NZ (106)"
15/02/19,-7.00,"","THE SUGARGRILL AUCKLAND ","NZ (106)"
15/02/19,-24.48,"","WHITCOULLS NORTHWEST 275"," WESTGATE NZ (106)"
